par_id,art_id,text,keyword,country,label
7816,@@19250885,one of her proudest achievements as an mp is challenging how the disabled are treated . she became the first disability issues spokesperson and later minister .,disabled,nz,[1 0 0 0 0 0 0]
9913,@@18355577,"the government is trying to encourage more families to open their doors to such children in need . a roadshow on fostering will begin today , from 11am to 9pm , at bedok mall 's basement 2 atrium . <h> china releasing april inflation data",in-need,sg,[1 0 0 0 0 0 0]
5567,@@4127836,the prime minister julia gillard says she wants to improve the educational opportunities for children from poor families . and the budget will provide financial incentives for low income families to keep their teenage children at school or in training .,poor-families,au,[1 0 0 0 0 0 0]
9558,@@14934273,""""""" i think a lot of the socio-economic and poverty issues and trauma-related issues that come from the history of colonialism really lead indigenous women to be very vulnerable . """" <h> minister says progress on number of indigenous women""",vulnerable,ca,[0 0 0 1 0 0 0]
2777,@@25158508,' hope for winter ' project aims to keep sa warm <h> the cold winter months in our country remain particularly challenging for poor families and the homeless people on the streets .,poor-families,gh,[0 0 0 0 0 1 0]
4697,@@1842915,a : moi is a personal friend . i can pick this phone even now and he will tell me ' come to kabarak . ' he is very generous and kind . he can pay school fees for children from poor families and bare-foot women from baringo could go to his house and eat with him .,poor-families,ke,[1 0 0 0 0 0 0]
372,@@9103883,"""talking about the desperation of refugees she said , """" words are inadequate to describe the magnitude of the catastrophe which has been caused right now by closing the door to thousands of families , single people and little kids .""",refugee,ie,[0 0 0 0 1 1 0]
1442,@@25344707,"an online platform funded by the government said it has helped distribute about 200 tons of food to thousands of needy people in hong kong over the past year . the platform , called food-co connects the food industry with charities and helps restaurants or companies who want to donate their surplus food to those in need , rthk reports . food-co said has received food worth hk$20 million and provid ...",in-need,hk,[0 1 0 0 0 0 0]
9280,@@25393036,"akka was the epitome of simplicity often dressed in white . she shunned jewellery , wearing only a simple pair of ear studs . her adornment was her beautiful smile , which radiated her goodness and inner peace . akka 's compassion and caring knew no bounds . she would reach out to those in need , those who were hurting , and was able to comfort , encourage and heal.she was always ready to lend a helping hand , paying the school fees of less affluent students at methodist college , providing a regular supply of dry rations to families who were struggling economically , all without publicity or fanfare.the daily maid who helped her with cleaning , tearfully told me that akka had given her rs. 1000 to buy christmas gifts for her two little boys just before she was admitted to hospital in december .",in-need,bd,[1 1 0 0 0 0 0]
7735,@@4940628,"king wenceslas is probably standing on an elevated balcony of his residence when there arose a mild wind , which probably brought with it snowflakes . at a distance he was able to see a man in dire need . a peasant . a farmer or woodcutter , trying to gather some logs to take to his lackluster cottage , with the hope of cooking a meal . the benevolent king is deeply moved by this sight . he inquires of his young servant , and is told the man has come down from near the mountains . today in a self righteous society , how many would even come out to their balcony , even in fine tropical weather ? how would they respond to the sight of such hopeless despair ?",hopeless,lk,[1 0 0 0 0 1 0]
2843,@@23235127,"the problem of what to do about the dreamers , as the immigrants are known , landed back in the court system this week after the us senate debated the matter for several days and failed to approve any legislation .",immigrant,bd,[0 0 0 0 0 1 0]
3489,@@21115485,mr vigbedor urged the traditional leaders to be ambassadors in their respective communities to help reduce stigma and restore hope to such vulnerable groups .,vulnerable,gh,[1 0 0 1 0 0 0]
10018,@@23154877,"for the the 4th runner up , the award has been given to insp . annie a. decano and family from palauig municipal police station , pro 3 , who regularly lead in the feeding and gift-giving programs for the poor families in their barangay .",poor-families,ca,[1 1 0 0 0 0 0]
3625,@@24009046,"i can only think of those poor families and the range of emotions they must be going through to lose their loved ones , just as i did all those years ago .",poor-families,nz,[1 0 1 0 0 1 0]
2838,@@18609799,"irishcentral is live from the international commemoration of ireland 's great hunger on the grounds of the nyc marine hospital quarantine cemetery on staten island . thousands of irish immigrants who fled ireland during the great hunger of 1845-1852 are buried here . they died at the gateway to america , never realizing the dream of a new life . this event is held by the friends of abandoned cemeteries of staten island ( facsi ) . read more about the site 's history here : http : //bit.ly/2ql25mv",immigrant,ie,[0 0 0 0 0 1 0]
8758,@@19866333,"in this interview with samuel oladimeji , md/ ceo fortis mobile money limited , talks about his company , how it has helped the federal government achieve its aim of ameliorating the sufferings of the poor and the vulnerable and more . he spoke with medinat kanabe .",vulnerable,ng,[1 0 0 0 0 0 0]
